config_id	sample_id	iter	delta
1	1	34	0.000087
1	1	35	0.000066
1	1	36	0.000050
1	1	37	0.000037
1	1	38	0.000028
1	1	39	0.000021
1	1	40	0.000016
1	1	41	0.000012
1	1	42	0.000009
1	1	43	0.000007
1	1	44	0.000005
1	1	45	0.000004
1	1	46	0.000003
1	1	47	0.000002
1	1	48	0.000002
1	1	49	0.000001
1	1	50	0.000001
1	1	51	0.000001
1	1	52	0.000001
1	1	53	0.000000
1	1	54	0.000000
1	1	55	0.000000
1	1	56	0.000000
1	1	57	0.000000
1	1	58	0.000000
1	1	59	0.000000
1	1	60	0.000000
1	1	61	0.000000
1	1	62	0.000000
1	1	63	0.000000
1	1	64	0.000000
1	1	65	0.000000
1	1	66	0.000000
1	1	67	0.000000
1	1	68	0.000000
1	1	69	0.000000
1	1	70	0.000000
1	1	71	0.000000
1	1	72	0.000000
1	1	73	0.000000
1	1	74	0.000000
1	1	75	0.000000
1	1	76	0.000000
1	1	77	0.000000
1	1	78	0.000000
1	1	79	0.000000
1	1	80	0.000000
1	1	81	0.000000
1	1	82	0.000000
1	1	83	0.000000
1	1	84	0.000000
1	1	85	0.000000
1	1	86	0.000000
1	1	87	0.000000
1	1	88	0.000000
1	1	89	0.000000
1	1	90	0.000000
1	1	91	0.000000
1	1	92	0.000000
1	1	93	0.000000
1	1	94	0.000000
1	1	95	0.000000
1	1	96	0.000000
1	1	97	0.000000
1	1	98	0.000000
1	1	99	0.000000
1	2	0	0.137382
1	2	1	0.061953
1	2	2	0.047059
1	2	3	0.042100
1	2	4	0.037341
1	2	5	0.033341
1	2	6	0.029885
1	2	7	0.026709
1	2	8	0.023646
1	2	9	0.020633
1	2	10	0.017681
1	2	11	0.014842
1	2	12	0.012191
1	2	13	0.009807
1	2	14	0.007736
1	2	15	0.005997
1	2	16	0.004579
1	2	17	0.003452
1	2	18	0.002575
1	2	19	0.001905
1	2	20	0.001399
1	2	21	0.001023
1	2	22	0.000744
1	2	23	0.000540
1	2	24	0.000391
1	2	25	0.000283
1	2	26	0.000204
1	2	27	0.000147
1	2	28	0.000106
1	2	29	0.000076
1	2	30	0.000055
1	2	31	0.000040
1	2	32	0.000029
1	2	33	0.000021
1	2	34	0.000015
1	2	35	0.000011
1	2	36	0.000008
1	2	37	0.000006
1	2	38	0.000004
1	2	39	0.000003
1	2	40	0.000002
1	2	41	0.000001
1	2	42	0.000001
1	2	43	0.000001
1	2	44	0.000001
1	2	45	0.000000
1	2	46	0.000000
1	2	47	0.000000
1	2	48	0.000000
1	2	49	0.000000
1	2	50	0.000000
1	2	51	0.000000
1	2	52	0.000000
1	2	53	0.000000
1	2	54	0.000000
1	2	55	0.000000
1	2	56	0.000000
1	2	57	0.000000
1	2	58	0.000000
1	2	59	0.000000
1	2	60	0.000000
1	2	61	0.000000
1	2	62	0.000000
1	2	63	0.000000
1	2	64	0.000000
1	2	65	0.000000
1	2	66	0.000000
1	2	67	0.000000
1	2	68	0.000000
1	2	69	0.000000
1	2	70	0.000000
1	2	71	0.000000
1	2	72	0.000000
1	2	73	0.000000
1	2	74	0.000000
1	2	75	0.000000
1	2	76	0.000000
1	2	77	0.000000
1	2	78	0.000000
1	2	79	0.000000
1	2	80	0.000000
1	2	81	0.000000
1	2	82	0.000000
1	2	83	0.000000
1	2	84	0.000000
1	2	85	0.000000
1	2	86	0.000000
1	2	87	0.000000
1	2	88	0.000000
1	2	89	0.000000
1	2	90	0.000000
1	2	91	0.000000
1	2	92	0.000000
1	2	93	0.000000
1	2	94	0.000000
1	2	95	0.000000
1	2	96	0.000000
1	2	97	0.000000
1	2	98	0.000000
1	2	99	0.000000
1	3	0	0.074250
1	3	1	0.037309
1	3	2	0.018657
1	3	3	0.009289
1	3	4	0.004605
1	3	5	0.002272
1	3	6	0.001114
1	3	7	0.000543
1	3	8	0.000314
1	3	9	0.000196
1	3	10	0.000123
1	3	11	0.000078
1	3	12	0.000049
1	3	13	0.000032
1	3	14	0.000020
1	3	15	0.000013
1	3	16	0.000008
1	3	17	0.000005
1	3	18	0.000003
1	3	19	0.000002
1	3	20	0.000001
1	3	21	0.000001
1	3	22	0.000001
1	3	23	0.000000
1	3	24	0.000000
1	3	25	0.000000
1	3	26	0.000000
1	3	27	0.000000
1	3	28	0.000000
1	3	29	0.000000
1	3	30	0.000000
1	3	31	0.000000
1	3	32	0.000000
1	3	33	0.000000
1	3	34	0.000000
1	3	35	0.000000
1	3	36	0.000000
1	3	37	0.000000
1	3	38	0.000000
1	3	39	0.000000
1	3	40	0.000000
1	3	41	0.000000
1	3	42	0.000000
1	3	43	0.000000
1	3	44	0.000000
1	3	45	0.000000
1	3	46	0.000000
1	3	47	0.000000
1	3	48	0.000000
1	3	49	0.000000
1	3	50	0.000000
1	3	51	0.000000
1	3	52	0.000000
1	3	53	0.000000
1	3	54	0.000000
1	3	55	0.000000
1	3	56	0.000000
1	3	57	0.000000
1	3	58	0.000000
1	3	59	0.000000
1	3	60	0.000000
1	3	61	0.000000
1	3	62	0.000000
1	3	63	0.000000
1	3	64	0.000000
1	3	65	0.000000
1	3	66	0.000000
1	3	67	0.000000
1	3	68	0.000000
1	3	69	0.000000
1	3	70	0.000000
1	3	71	0.000000
1	3	72	0.000000
1	3	73	0.000000
1	3	74	0.000000
1	3	75	0.000000
1	3	76	0.000000
1	3	77	0.000000
1	3	78	0.000000
1	3	79	0.000000
1	3	80	0.000000
1	3	81	0.000000
1	3	82	0.000000
1	3	83	0.000000
1	3	84	0.000000
1	3	85	0.000000
1	3	86	0.000000
1	3	87	0.000000
1	3	88	0.000000
1	3	89	0.000000
1	3	90	0.000000
1	3	91	0.000000
1	3	92	0.000000
1	3	93	0.000000
1	3	94	0.000000
1	3	95	0.000000
1	3	96	0.000000
1	3	97	0.000000
1	3	98	0.000000
1	3	99	0.000000
2	0	0	0.060659
2	0	1	0.031889
2	0	2	0.016111
2	0	3	0.007744
2	0	4	0.003500
2	0	5	0.001493
2	0	6	0.001036
2	0	7	0.000695
2	0	8	0.000458
2	0	9	0.000298
2	0	10	0.000193
2	0	11	0.000124
2	0	12	0.000082
2	0	13	0.000054
2	0	14	0.000035
2	0	15	0.000023
2	0	16	0.000015
2	0	17	0.000010
2	0	18	0.000006
2	0	19	0.000004
2	0	20	0.000003
2	0	21	0.000002
2	0	22	0.000001
2	0	23	0.000001
2	0	24	0.000000
2	0	25	0.000000
2	0	26	0.000000
2	0	27	0.000000
2	0	28	0.000000
2	0	29	0.000000
2	0	30	0.000000
2	0	31	0.000000
2	0	32	0.000000
2	0	33	0.000000
2	0	34	0.000000
2	0	35	0.000000
2	0	36	0.000000
2	0	37	0.000000
2	0	38	0.000000
2	0	39	0.000000
2	0	40	0.000000
2	0	41	0.000000
2	0	42	0.000000
2	0	43	0.000000
2	0	44	0.000000
2	0	45	0.000000
2	0	46	0.000000
2	0	47	0.000000
2	0	48	0.000000
2	0	49	0.000000
2	0	50	0.000000
2	0	51	0.000000
2	0	52	0.000000
2	0	53	0.000000
2	0	54	0.000000
2	0	55	0.000000
2	0	56	0.000000
2	0	57	0.000000
2	0	58	0.000000
2	0	59	0.000000
2	0	60	0.000000
2	0	61	0.000000
2	0	62	0.000000
2	0	63	0.000000
2	0	64	0.000000
2	0	65	0.000000
2	0	66	0.000000
2	0	67	0.000000
2	0	68	0.000000
2	0	69	0.000000
2	0	70	0.000000
2	0	71	0.000000
2	0	72	0.000000
2	0	73	0.000000
2	0	74	0.000000
2	0	75	0.000000
2	0	76	0.000000
2	0	77	0.000000
2	0	78	0.000000
2	0	79	0.000000
2	0	80	0.000000
2	0	81	0.000000
2	0	82	0.000000
2	0	83	0.000000
2	0	84	0.000000
2	0	85	0.000000
2	0	86	0.000000
2	0	87	0.000000
2	0	88	0.000000
2	0	89	0.000000
2	0	90	0.000000
2	0	91	0.000000
2	0	92	0.000000
2	0	93	0.000000
2	0	94	0.000000
2	0	95	0.000000
2	0	96	0.000000
2	0	97	0.000000
2	0	98	0.000000
2	0	99	0.000000
2	1	0	0.106503
2	1	1	0.049749
2	1	2	0.039861
2	1	3	0.039693
2	1	4	0.039459
2	1	5	0.038908
2	1	6	0.037296
