stage	task	act	rho	H	beta	T	dt	init_scale	seed	conv_free	conv_nudge	accuracy	mse	mean_settle	osc_ratio	spectral_w1	spectral_w2	output_mag	seg_crossings
2	XOR	c19_r4	4	10	1.00	20	0.50	0.1	7	1.0000	0.5000	0.5000	0.388004	7.0	0.0000	0.1956	0.1267	0.1280	0.0
2	XOR	c19_r4	4	10	1.00	50	0.50	0.1	42	1.0000	0.5000	0.5000	0.414043	6.8	0.0000	0.2112	0.2276	0.0919	0.0
2	XOR	c19_r4	4	10	1.00	50	0.50	0.1	123	1.0000	0.7500	0.5000	0.408715	6.5	0.0000	0.2001	0.1476	0.1002	0.0
2	XOR	c19_r4	4	10	1.00	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.403555	6.8	0.0000	0.1838	0.2226	0.1066	0.0
2	XOR	c19_r4	4	10	1.00	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.427040	6.2	0.0000	0.2095	0.2492	0.0763	0.0
2	XOR	c19_r4	4	10	1.00	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.420786	6.2	0.0000	0.1974	0.1562	0.0855	0.0
2	XOR	c19_r4	4	10	1.00	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.413881	6.8	0.0000	0.1812	0.2458	0.0936	0.0
2	XOR	c19_r4	4	10	1.00	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.420616	6.8	0.0000	0.2102	0.2572	0.0839	0.0
2	XOR	c19_r4	4	10	1.00	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.400227	6.8	0.0000	0.1968	0.1633	0.1111	0.0
2	XOR	c19_r4	4	10	1.00	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.429872	6.0	0.0000	0.1804	0.2520	0.0745	0.0
2	XOR	c19_r4	4	20	0.10	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.131697	9.8	0.0000	0.7609	0.8240	0.2808	0.0
2	XOR	c19_r4	4	20	0.10	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.128110	11.0	0.0000	0.8223	0.8464	0.2676	0.0
2	XOR	c19_r4	4	20	0.10	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.228889	9.5	0.0000	0.4446	0.3843	0.4115	0.0
2	XOR	c19_r4	4	20	0.10	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.131681	9.8	0.0000	0.7604	0.8241	0.2807	0.0
2	XOR	c19_r4	4	20	0.10	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.128130	11.0	0.0000	0.8210	0.8463	0.2678	0.0
2	XOR	c19_r4	4	20	0.10	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.228860	9.5	0.0000	0.4445	0.3843	0.4114	0.0
2	XOR	c19_r4	4	20	0.10	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.131681	9.8	0.0000	0.7604	0.8241	0.2807	0.0
2	XOR	c19_r4	4	20	0.10	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.128130	11.0	0.0000	0.8210	0.8463	0.2678	0.0
2	XOR	c19_r4	4	20	0.10	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.228860	9.5	0.0000	0.4445	0.3843	0.4114	0.0
2	XOR	c19_r4	4	20	0.10	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.131681	9.8	0.0000	0.7604	0.8241	0.2807	0.0
2	XOR	c19_r4	4	20	0.10	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.128130	11.0	0.0000	0.8210	0.8463	0.2678	0.0
2	XOR	c19_r4	4	20	0.10	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.228860	9.5	0.0000	0.4445	0.3843	0.4114	0.0
2	XOR	c19_r4	4	20	0.50	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.175091	12.0	0.0000	0.5712	0.6854	0.2632	0.0
2	XOR	c19_r4	4	20	0.50	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.156886	12.5	0.0000	0.6483	0.7610	0.2359	0.0
2	XOR	c19_r4	4	20	0.50	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.199874	15.5	0.0000	0.4329	0.6436	0.3182	0.0
2	XOR	c19_r4	4	20	0.50	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.175035	11.8	0.0000	0.5708	0.6852	0.2630	0.0
2	XOR	c19_r4	4	20	0.50	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.156813	12.5	0.0000	0.6464	0.7604	0.2364	0.0
2	XOR	c19_r4	4	20	0.50	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.199916	15.5	0.0000	0.4326	0.6427	0.3169	0.0
2	XOR	c19_r4	4	20	0.50	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.175035	11.8	0.0000	0.5708	0.6852	0.2630	0.0
2	XOR	c19_r4	4	20	0.50	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.156813	12.5	0.0000	0.6464	0.7604	0.2364	0.0
2	XOR	c19_r4	4	20	0.50	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.199917	15.5	0.0000	0.4326	0.6427	0.3169	0.0
2	XOR	c19_r4	4	20	0.50	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.175035	11.8	0.0000	0.5708	0.6852	0.2630	0.0
2	XOR	c19_r4	4	20	0.50	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.156813	12.5	0.0000	0.6464	0.7604	0.2364	0.0
2	XOR	c19_r4	4	20	0.50	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.199917	15.5	0.0000	0.4326	0.6427	0.3169	0.0
2	XOR	c19_r4	4	20	1.00	20	0.50	0.1	42	1.0000	0.5000	0.5000	0.382051	7.0	0.0000	0.2592	0.1287	0.1339	0.0
2	XOR	c19_r4	4	20	1.00	20	0.50	0.1	123	1.0000	0.5000	0.5000	0.392064	7.8	0.0000	0.2664	0.1515	0.1201	0.0
2	XOR	c19_r4	4	20	1.00	20	0.50	0.1	7	1.0000	0.5000	0.5000	0.389087	7.5	0.0000	0.3069	0.1311	0.1252	0.0
2	XOR	c19_r4	4	20	1.00	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.419881	6.0	0.0000	0.2572	0.2018	0.0855	0.0
2	XOR	c19_r4	4	20	1.00	50	0.50	0.1	123	1.0000	0.7500	0.5000	0.422956	6.8	0.0000	0.2464	0.2405	0.0792	0.0
2	XOR	c19_r4	4	20	1.00	50	0.50	0.1	7	1.0000	0.5000	0.5000	0.421755	7.0	0.0000	0.2876	0.2358	0.0838	0.0
2	XOR	c19_r4	4	20	1.00	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.421667	6.2	0.0000	0.2574	0.2224	0.0834	0.0
2	XOR	c19_r4	4	20	1.00	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.409459	7.8	0.0000	0.2296	0.2689	0.0952	0.0
2	XOR	c19_r4	4	20	1.00	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.426150	6.8	0.0000	0.2876	0.2734	0.0785	0.0
2	XOR	c19_r4	4	20	1.00	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.411993	6.5	0.0000	0.2562	0.2280	0.0952	0.0
2	XOR	c19_r4	4	20	1.00	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.409881	7.8	0.0000	0.2303	0.2748	0.0946	0.0
2	XOR	c19_r4	4	20	1.00	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.419758	7.0	0.0000	0.2876	0.2810	0.0861	0.0
2	XOR	c19_r4	4	50	0.10	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.126261	13.2	0.0000	0.8127	0.8590	0.2608	0.0
2	XOR	c19_r4	4	50	0.10	20	0.50	0.1	123	1.0000	1.0000	0.5000	0.132830	13.8	0.0000	0.9446	0.6750	0.3017	0.0
2	XOR	c19_r4	4	50	0.10	20	0.50	0.1	7	1.0000	1.0000	0.5000	0.140387	12.5	0.0000	0.7730	0.6782	0.3206	0.0
2	XOR	c19_r4	4	50	0.10	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.126185	13.2	0.0000	0.8093	0.8570	0.2591	0.0
2	XOR	c19_r4	4	50	0.10	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.132843	13.8	0.0000	0.9432	0.6750	0.3019	0.0
2	XOR	c19_r4	4	50	0.10	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.141292	12.2	0.0000	0.7624	0.6728	0.3227	0.0
2	XOR	c19_r4	4	50	0.10	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.126185	13.2	0.0000	0.8093	0.8570	0.2591	0.0
2	XOR	c19_r4	4	50	0.10	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.132843	13.8	0.0000	0.9432	0.6750	0.3019	0.0
2	XOR	c19_r4	4	50	0.10	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.141292	12.2	0.0000	0.7624	0.6728	0.3227	0.0
2	XOR	c19_r4	4	50	0.10	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.126185	13.2	0.0000	0.8093	0.8570	0.2591	0.0
2	XOR	c19_r4	4	50	0.10	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.132843	13.8	0.0000	0.9432	0.6750	0.3019	0.0
2	XOR	c19_r4	4	50	0.10	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.141292	12.2	0.0000	0.7624	0.6728	0.3227	0.0
2	XOR	c19_r4	4	50	0.50	20	0.50	0.1	42	0.7500	1.0000	0.5000	0.155441	13.3	0.0000	0.7014	0.7691	0.2242	0.0
2	XOR	c19_r4	4	50	0.50	20	0.50	0.1	123	0.5000	1.0000	0.5000	0.155224	10.0	0.0000	0.7029	0.7622	0.2229	0.0
2	XOR	c19_r4	4	50	0.50	20	0.50	0.1	7	0.5000	1.0000	0.5000	0.155645	11.5	0.0000	0.5263	0.7779	0.2233	0.0
2	XOR	c19_r4	4	50	0.50	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.155257	15.0	0.0000	0.6973	0.7686	0.2242	0.0
2	XOR	c19_r4	4	50	0.50	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.154978	15.0	0.0000	0.6966	0.7620	0.2227	0.0
2	XOR	c19_r4	4	50	0.50	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.155402	16.2	0.0000	0.5250	0.7762	0.2232	0.0
2	XOR	c19_r4	4	50	0.50	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.155257	15.0	0.0000	0.6973	0.7686	0.2242	0.0
2	XOR	c19_r4	4	50	0.50	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.154978	15.0	0.0000	0.6966	0.7620	0.2227	0.0
2	XOR	c19_r4	4	50	0.50	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.155402	16.2	0.0000	0.5250	0.7762	0.2232	0.0
2	XOR	c19_r4	4	50	0.50	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.155257	15.0	0.0000	0.6973	0.7686	0.2242	0.0
2	XOR	c19_r4	4	50	0.50	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.154978	15.0	0.0000	0.6966	0.7620	0.2227	0.0
2	XOR	c19_r4	4	50	0.50	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.155402	16.2	0.0000	0.5250	0.7762	0.2232	0.0
2	XOR	c19_r4	4	50	1.00	20	0.50	0.1	42	1.0000	0.5000	0.5000	0.386687	7.8	0.0000	0.4453	0.1901	0.1211	0.0
2	XOR	c19_r4	4	50	1.00	20	0.50	0.1	123	1.0000	0.5000	0.5000	0.382224	7.8	0.0000	0.4339	0.1987	0.1259	0.0
2	XOR	c19_r4	4	50	1.00	20	0.50	0.1	7	1.0000	0.5000	0.5000	0.392236	7.5	0.0000	0.4262	0.1920	0.1144	0.0
2	XOR	c19_r4	4	50	1.00	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.435304	6.8	0.0000	0.4254	0.2654	0.0591	0.0
2	XOR	c19_r4	4	50	1.00	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.426261	7.0	0.0000	0.4042	0.2914	0.0699	0.0
2	XOR	c19_r4	4	50	1.00	50	0.50	0.1	7	1.0000	1.0000	0.5000	0.438443	6.5	0.0000	0.4039	0.2856	0.0581	0.0
2	XOR	c19_r4	4	50	1.00	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.434920	6.8	0.0000	0.4234	0.2869	0.0591	0.0
2	XOR	c19_r4	4	50	1.00	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.448932	6.5	0.0000	0.4015	0.3207	0.0449	0.0
2	XOR	c19_r4	4	50	1.00	100	0.50	0.1	7	1.0000	1.0000	0.5000	0.443479	6.5	0.0000	0.4024	0.3121	0.0523	0.0
2	XOR	c19_r4	4	50	1.00	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.413793	7.0	0.0000	0.4226	0.2900	0.0833	0.0
2	XOR	c19_r4	4	50	1.00	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.430031	7.0	0.0000	0.4019	0.3265	0.0657	0.0
2	XOR	c19_r4	4	50	1.00	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.424729	7.2	0.0000	0.4018	0.3193	0.0734	0.0
2	XOR	c19_r8	8	10	0.10	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.284108	11.0	0.0000	0.8512	1.1155	0.1278	0.0
2	XOR	c19_r8	8	10	0.10	20	0.50	0.1	123	1.0000	1.0000	1.0000	0.031444	11.0	0.0000	0.5946	0.6618	0.3750	0.0
2	XOR	c19_r8	8	10	0.10	20	0.50	0.1	7	1.0000	1.0000	0.7500	0.159460	11.8	0.0000	0.7779	1.0626	0.2740	0.0
2	XOR	c19_r8	8	10	0.10	50	0.50	0.1	42	1.0000	1.0000	1.0000	0.031448	12.2	0.0000	0.6362	0.6812	0.3747	0.0
2	XOR	c19_r8	8	10	0.10	50	0.50	0.1	123	1.0000	1.0000	1.0000	0.031447	11.0	0.0000	0.5957	0.6641	0.3746	0.0
2	XOR	c19_r8	8	10	0.10	50	0.50	0.1	7	1.0000	1.0000	1.0000	0.031452	11.2	0.0000	0.7109	0.6934	0.3760	0.0
2	XOR	c19_r8	8	10	0.10	100	0.50	0.1	42	1.0000	1.0000	1.0000	0.031448	12.2	0.0000	0.6362	0.6812	0.3747	0.0
2	XOR	c19_r8	8	10	0.10	100	0.50	0.1	123	1.0000	1.0000	1.0000	0.031447	11.0	0.0000	0.5957	0.6641	0.3746	0.0
2	XOR	c19_r8	8	10	0.10	100	0.50	0.1	7	1.0000	1.0000	1.0000	0.031452	11.2	0.0000	0.7109	0.6934	0.3760	0.0
2	XOR	c19_r8	8	10	0.10	200	0.50	0.1	42	1.0000	1.0000	1.0000	0.031448	12.2	0.0000	0.6362	0.6812	0.3747	0.0
2	XOR	c19_r8	8	10	0.10	200	0.50	0.1	123	1.0000	1.0000	1.0000	0.031447	11.0	0.2500	0.5957	0.6641	0.3746	0.0
2	XOR	c19_r8	8	10	0.10	200	0.50	0.1	7	1.0000	1.0000	1.0000	0.031452	11.2	0.0000	0.7109	0.6934	0.3760	0.0
2	XOR	c19_r8	8	10	0.50	20	0.50	0.1	42	0.7500	1.0000	1.0000	0.037985	10.0	0.2500	0.5868	0.6166	0.3636	0.0
2	XOR	c19_r8	8	10	0.50	20	0.50	0.1	123	0.7500	1.0000	1.0000	0.036765	13.7	0.2500	0.5031	0.5708	0.3706	0.0
2	XOR	c19_r8	8	10	0.50	20	0.50	0.1	7	0.7500	1.0000	1.0000	0.036135	14.0	0.5000	0.6351	0.6007	0.3726	0.0
2	XOR	c19_r8	8	10	0.50	50	0.50	0.1	42	1.0000	1.0000	1.0000	0.036198	20.0	0.2500	0.5590	0.6568	0.3714	0.0
2	XOR	c19_r8	8	10	0.50	50	0.50	0.1	123	1.0000	1.0000	1.0000	0.037299	17.0	0.0000	0.3674	0.6005	0.3637	0.0
2	XOR	c19_r8	8	10	0.50	50	0.50	0.1	7	1.0000	1.0000	1.0000	0.037297	18.8	0.0000	0.5098	0.5993	0.3641	0.0
2	XOR	c19_r8	8	10	0.50	100	0.50	0.1	42	1.0000	1.0000	1.0000	0.037426	13.2	0.2500	0.6067	0.6623	0.3656	0.0
2	XOR	c19_r8	8	10	0.50	100	0.50	0.1	123	1.0000	1.0000	1.0000	0.037299	17.0	0.0000	0.3672	0.6006	0.3637	0.0
2	XOR	c19_r8	8	10	0.50	100	0.50	0.1	7	1.0000	1.0000	1.0000	0.037295	18.8	0.0000	0.5098	0.5998	0.3642	0.0
2	XOR	c19_r8	8	10	0.50	200	0.50	0.1	42	1.0000	1.0000	1.0000	0.037320	13.8	0.0000	0.5885	0.6699	0.3638	0.0
2	XOR	c19_r8	8	10	0.50	200	0.50	0.1	123	1.0000	1.0000	1.0000	0.037299	17.0	0.0000	0.3672	0.6006	0.3637	0.0
2	XOR	c19_r8	8	10	0.50	200	0.50	0.1	7	1.0000	1.0000	1.0000	0.037295	18.8	0.0000	0.5098	0.5998	0.3642	0.0
2	XOR	c19_r8	8	10	1.00	20	0.50	0.1	42	0.7500	0.7500	0.5000	0.455644	8.0	0.2500	0.3703	0.6268	0.0330	0.0
2	XOR	c19_r8	8	10	1.00	20	0.50	0.1	123	0.2500	0.7500	1.0000	0.091109	12.0	0.2500	0.2881	0.5775	0.3301	0.0
2	XOR	c19_r8	8	10	1.00	20	0.50	0.1	7	1.0000	0.7500	0.5000	0.494603	10.2	0.0000	0.3271	0.5688	0.0303	0.0
2	XOR	c19_r8	8	10	1.00	50	0.50	0.1	42	1.0000	1.0000	0.7500	0.274292	15.8	0.0000	0.2673	0.6142	0.1923	0.0
2	XOR	c19_r8	8	10	1.00	50	0.50	0.1	123	1.0000	1.0000	1.0000	0.041378	21.2	0.0000	0.2378	0.5772	0.4277	0.0
2	XOR	c19_r8	8	10	1.00	50	0.50	0.1	7	1.0000	1.0000	0.7500	0.180050	20.0	0.0000	0.2357	0.6080	0.2448	0.0
2	XOR	c19_r8	8	10	1.00	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.502511	8.8	0.0000	0.2678	0.6022	0.0113	0.0
2	XOR	c19_r8	8	10	1.00	100	0.50	0.1	123	1.0000	1.0000	0.7500	0.212228	21.0	0.0000	0.2503	0.5655	0.2181	0.0
2	XOR	c19_r8	8	10	1.00	100	0.50	0.1	7	1.0000	1.0000	0.7500	0.228365	21.5	0.0000	0.2738	0.5977	0.2170	0.0
2	XOR	c19_r8	8	10	1.00	200	0.50	0.1	42	1.0000	1.0000	0.5000	0.500579	8.8	0.0000	0.2792	0.5705	0.0090	0.0
2	XOR	c19_r8	8	10	1.00	200	0.50	0.1	123	1.0000	1.0000	0.7500	0.219583	26.0	0.0000	0.2526	0.5613	0.2051	0.0
2	XOR	c19_r8	8	10	1.00	200	0.50	0.1	7	1.0000	1.0000	0.5000	0.444532	8.5	0.0000	0.2719	0.5956	0.0365	0.0
2	XOR	c19_r8	8	20	0.10	20	0.50	0.1	42	1.0000	1.0000	1.0000	0.031448	10.0	0.0000	0.6732	0.6981	0.3751	0.0
2	XOR	c19_r8	8	20	0.10	20	0.50	0.1	123	1.0000	1.0000	1.0000	0.031444	10.8	0.0000	0.7013	0.6480	0.3748	0.0
2	XOR	c19_r8	8	20	0.10	20	0.50	0.1	7	0.7500	1.0000	1.0000	0.031428	9.7	0.2500	0.6004	0.6383	0.3758	0.0
2	XOR	c19_r8	8	20	0.10	50	0.50	0.1	42	1.0000	1.0000	1.0000	0.031450	10.0	0.0000	0.6729	0.6992	0.3752	0.0
2	XOR	c19_r8	8	20	0.10	50	0.50	0.1	123	1.0000	1.0000	1.0000	0.031447	10.8	0.0000	0.7000	0.6510	0.3750	0.0
2	XOR	c19_r8	8	20	0.10	50	0.50	0.1	7	1.0000	1.0000	1.0000	0.031447	12.2	0.0000	0.6005	0.6555	0.3746	0.0
2	XOR	c19_r8	8	20	0.10	100	0.50	0.1	42	1.0000	1.0000	1.0000	0.031450	10.0	0.0000	0.6729	0.6992	0.3752	0.0
2	XOR	c19_r8	8	20	0.10	100	0.50	0.1	123	1.0000	1.0000	1.0000	0.031447	10.8	0.0000	0.7000	0.6510	0.3750	0.0
2	XOR	c19_r8	8	20	0.10	100	0.50	0.1	7	1.0000	1.0000	1.0000	0.031447	12.2	0.0000	0.6005	0.6555	0.3746	0.0
2	XOR	c19_r8	8	20	0.10	200	0.50	0.1	42	1.0000	1.0000	1.0000	0.031450	10.0	0.0000	0.6729	0.6992	0.3752	0.0
2	XOR	c19_r8	8	20	0.10	200	0.50	0.1	123	1.0000	1.0000	1.0000	0.031447	10.8	0.0000	0.7000	0.6510	0.3750	0.0
2	XOR	c19_r8	8	20	0.10	200	0.50	0.1	7	1.0000	1.0000	1.0000	0.031447	12.2	0.0000	0.6005	0.6555	0.3746	0.0
2	XOR	c19_r8	8	20	0.50	20	0.50	0.1	42	0.7500	1.0000	1.0000	0.037864	9.3	0.2500	0.4773	0.6442	0.3675	0.0
2	XOR	c19_r8	8	20	0.50	20	0.50	0.1	123	0.5000	1.0000	1.0000	0.037343	8.5	0.2500	0.5371	0.5854	0.3760	0.0
2	XOR	c19_r8	8	20	0.50	20	0.50	0.1	7	0.7500	1.0000	1.0000	0.038088	13.7	0.5000	0.5246	0.6014	0.3664	0.0
2	XOR	c19_r8	8	20	0.50	50	0.50	0.1	42	1.0000	1.0000	1.0000	0.037317	13.8	0.0000	0.4960	0.6418	0.3643	0.0
2	XOR	c19_r8	8	20	0.50	50	0.50	0.1	123	1.0000	1.0000	1.0000	0.037303	15.2	0.0000	0.5293	0.6082	0.3637	0.0
2	XOR	c19_r8	8	20	0.50	50	0.50	0.1	7	1.0000	1.0000	1.0000	0.037305	17.2	0.0000	0.4278	0.6172	0.3636	0.0
2	XOR	c19_r8	8	20	0.50	100	0.50	0.1	42	1.0000	1.0000	1.0000	0.037317	13.8	0.0000	0.4960	0.6418	0.3643	0.0
2	XOR	c19_r8	8	20	0.50	100	0.50	0.1	123	1.0000	1.0000	1.0000	0.037303	15.2	0.0000	0.5299	0.6082	0.3637	0.0
2	XOR	c19_r8	8	20	0.50	100	0.50	0.1	7	1.0000	1.0000	1.0000	0.037305	17.0	0.0000	0.4307	0.6183	0.3636	0.0
2	XOR	c19_r8	8	20	0.50	200	0.50	0.1	42	1.0000	1.0000	1.0000	0.037317	13.8	0.0000	0.4960	0.6418	0.3643	0.0
2	XOR	c19_r8	8	20	0.50	200	0.50	0.1	123	1.0000	1.0000	1.0000	0.037303	15.2	0.0000	0.5300	0.6082	0.3637	0.0
2	XOR	c19_r8	8	20	0.50	200	0.50	0.1	7	1.0000	1.0000	1.0000	0.037305	17.0	0.0000	0.4307	0.6183	0.3636	0.0
2	XOR	c19_r8	8	20	1.00	20	0.50	0.1	42	1.0000	1.0000	0.5000	0.516952	7.5	0.0000	0.3424	0.6163	0.0175	0.0
2	XOR	c19_r8	8	20	1.00	20	0.50	0.1	123	0.2500	1.0000	0.7500	0.236301	8.0	0.2500	0.4080	0.5930	0.2236	0.0
2	XOR	c19_r8	8	20	1.00	20	0.50	0.1	7	0.7500	0.7500	0.5000	0.498093	7.3	0.0000	0.3786	0.5866	0.0247	0.0
2	XOR	c19_r8	8	20	1.00	50	0.50	0.1	42	1.0000	1.0000	0.5000	0.494896	8.5	0.0000	0.3016	0.6028	0.0276	0.0
2	XOR	c19_r8	8	20	1.00	50	0.50	0.1	123	1.0000	1.0000	0.5000	0.346798	12.2	0.0000	0.3105	0.5891	0.0889	0.0
2	XOR	c19_r8	8	20	1.00	50	0.50	0.1	7	1.0000	0.7500	0.5000	0.481941	6.8	0.0000	0.3102	0.6301	0.0205	0.0
2	XOR	c19_r8	8	20	1.00	100	0.50	0.1	42	1.0000	1.0000	0.5000	0.500162	7.0	0.0000	0.3125	0.6222	0.0062	0.0
2	XOR	c19_r8	8	20	1.00	100	0.50	0.1	123	1.0000	1.0000	0.5000	0.394515	9.0	0.0000	0.3168	0.5672	0.0608	0.0
2	XOR	c19_r8	8	20	1.00	100	0.50	0.1	7	0.7500	1.0000	0.5000	0.327177	15.5	0.2500	0.3046	0.6406	0.1291	0.0
2	XOR	c19_r8	8	20	1.00	200	0.50	0.1	42	1.0000	1.0000	1.0000	0.073794	40.2	0.0000	0.3116	0.6218	0.3213	0.0
2	XOR	c19_r8	8	20	1.00	200	0.50	0.1	123	1.0000	1.0000	0.5000	0.463410	7.8	0.0000	0.3172	0.5739	0.0312	0.0
2	XOR	c19_r8	8	20	1.00	200	0.50	0.1	7	1.0000	1.0000	0.7500	0.255768	16.2	0.0000	0.3008	0.6387	0.2174	0.0
2	XOR	c19_r8	8	50	0.10	20	0.50	0.1	42	1.0000	1.0000	1.0000	0.031441	11.8	0.0000	0.7505	0.6090	0.3750	0.0
2	XOR	c19_r8	8	50	0.10	20	0.50	0.1	123	1.0000	1.0000	1.0000	0.031443	11.5	0.0000	0.7683	0.6081	0.3749	0.0
2	XOR	c19_r8	8	50	0.10	20	0.50	0.1	7	1.0000	1.0000	1.0000	0.031433	11.8	0.0000	0.6959	0.6116	0.3752	0.0
2	XOR	c19_r8	8	50	0.10	50	0.50	0.1	42	1.0000	1.0000	1.0000	0.031447	11.8	0.0000	0.7459	0.6137	0.3748	0.0
2	XOR	c19_r8	8	50	0.10	50	0.50	0.1	123	1.0000	1.0000	1.0000	0.031447	11.5	0.0000	0.7648	0.6120	0.3748	0.0
2	XOR	c19_r8	8	50	0.10	50	0.50	0.1	7	1.0000	1.0000	1.0000	0.031447	11.8	0.0000	0.6968	0.6220	0.3746	0.0
2	XOR	c19_r8	8	50	0.10	100	0.50	0.1	42	1.0000	1.0000	1.0000	0.031447	11.8	0.0000	0.7459	0.6137	0.3748	0.0
2	XOR	c19_r8	8	50	0.10	100	0.50	0.1	123	1.0000	1.0000	1.0000	0.031447	11.5	0.0000	0.7648	0.6120	0.3748	0.0
2	XOR	c19_r8	8	50	0.10	100	0.50	0.1	7	1.0000	1.0000	1.0000	0.031447	11.8	0.0000	0.6968	0.6220	0.3746	0.0
2	XOR	c19_r8	8	50	0.10	200	0.50	0.1	42	1.0000	1.0000	1.0000	0.031447	11.8	0.0000	0.7459	0.6137	0.3748	0.0
2	XOR	c19_r8	8	50	0.10	200	0.50	0.1	123	1.0000	1.0000	1.0000	0.031447	11.5	0.0000	0.7648	0.6120	0.3748	0.0
2	XOR	c19_r8	8	50	0.10	200	0.50	0.1	7	1.0000	1.0000	1.0000	0.031447	11.8	0.0000	0.6968	0.6220	0.3746	0.0
2	XOR	c19_r8	8	50	0.50	20	0.50	0.1	42	0.5000	1.0000	1.0000	0.037622	6.0	0.0000	0.6282	0.5729	0.3693	0.0
2	XOR	c19_r8	8	50	0.50	20	0.50	0.1	123	0.5000	1.0000	1.0000	0.037502	6.0	0.0000	0.6370	0.5735	0.3666	0.0
2	XOR	c19_r8	8	50	0.50	20	0.50	0.1	7	0.5000	1.0000	1.0000	0.043501	9.5	0.2500	0.5890	0.5779	0.3630	0.0
2	XOR	c19_r8	8	50	0.50	50	0.50	0.1	42	1.0000	1.0000	1.0000	0.037299	15.2	0.0000	0.6127	0.5921	0.3638	0.0
2	XOR	c19_r8	8	50	0.50	50	0.50	0.1	123	1.0000	1.0000	1.0000	0.037303	14.8	0.2500	0.6211	0.5897	0.3637	0.0
2	XOR	c19_r8	8	50	0.50	50	0.50	0.1	7	1.0000	1.0000	1.0000	0.037304	16.0	0.0000	0.4492	0.5961	0.3635	0.0
2	XOR	c19_r8	8	50	0.50	100	0.50	0.1	42	1.0000	1.0000	1.0000	0.037299	15.2	0.0000	0.6128	0.5921	0.3638	0.0
